amīcitia tristis,  Nominative,  sg.,  f , first 
amīcitiae tristis,  Genitive,  sg.,  f , first 
amīcitiae tristi,  Dative,  sg.,  f , first 
amīcitiam tristem,  Accusative,  sg.,  f , first 
amīcitiā tristi,  Ablative,  sg.,  f , first 
amīcitiae tristes,  Nominative,  pl.,  f , first 
amīcitiarum tristium,  Genitive,  pl.,  f , first 
amīcitiis tristibus,  Dative,  pl.,  f , first 
amīcitias tristes,  Accusative,  pl.,  f , first 
amīcitiis tristibus,  Ablative,  pl.,  f , first 
anima tristis,  Nominative,  sg.,  f , first 
animae tristis,  Genitive,  sg.,  f , first 
animae tristi,  Dative,  sg.,  f , first 
animam tristem,  Accusative,  sg.,  f , first 
animā tristi,  Ablative,  sg.,  f , first 
animae tristes,  Nominative,  pl.,  f , first 
animarum tristium,  Genitive,  pl.,  f , first 
animis tristibus,  Dative,  pl.,  f , first 
animas tristes,  Accusative,  pl.,  f , first 
animis tristibus,  Ablative,  pl.,  f , first 
aqua tristis,  Nominative,  sg.,  f , first 
aquae tristis,  Genitive,  sg.,  f , first 
aquae tristi,  Dative,  sg.,  f , first 
aquam tristem,  Accusative,  sg.,  f , first 
aquā tristi,  Ablative,  sg.,  f , first 
aquae tristes,  Nominative,  pl.,  f , first 
aquarum tristium,  Genitive,  pl.,  f , first 
aquis tristibus,  Dative,  pl.,  f , first 
aquas tristes,  Accusative,  pl.,  f , first 
aquis tristibus,  Ablative,  pl.,  f , first 
āra tristis,  Nominative,  sg.,  f , first 
ārae tristis,  Genitive,  sg.,  f , first 
ārae tristi,  Dative,  sg.,  f , first 
āram tristem,  Accusative,  sg.,  f , first 
ārā tristi,  Ablative,  sg.,  f , first 
ārae tristes,  Nominative,  pl.,  f , first 
ārarum tristium,  Genitive,  pl.,  f , first 
āris tristibus,  Dative,  pl.,  f , first 
āras tristes,  Accusative,  pl.,  f , first 
āris tristibus,  Ablative,  pl.,  f , first 
aura tristis,  Nominative,  sg.,  f , first 
aurae tristis,  Genitive,  sg.,  f , first 
aurae tristi,  Dative,  sg.,  f , first 
auram tristem,  Accusative,  sg.,  f , first 
aurā tristi,  Ablative,  sg.,  f , first 
aurae tristes,  Nominative,  pl.,  f , first 
aurarum tristium,  Genitive,  pl.,  f , first 
auris tristibus,  Dative,  pl.,  f , first 
auras tristes,  Accusative,  pl.,  f , first 
auris tristibus,  Ablative,  pl.,  f , first 
causa tristis,  Nominative,  sg.,  f , first 
causae tristis,  Genitive,  sg.,  f , first 
causae tristi,  Dative,  sg.,  f , first 
causam tristem,  Accusative,  sg.,  f , first 
causā tristi,  Ablative,  sg.,  f , first 
causae tristes,  Nominative,  pl.,  f , first 
causarum tristium,  Genitive,  pl.,  f , first 
causis tristibus,  Dative,  pl.,  f , first 
causas tristes,  Accusative,  pl.,  f , first 
causis tristibus,  Ablative,  pl.,  f , first 
coma tristis,  Nominative,  sg.,  f , first 
comae tristis,  Genitive,  sg.,  f , first 
comae tristi,  Dative,  sg.,  f , first 
comam tristem,  Accusative,  sg.,  f , first 
comā tristi,  Ablative,  sg.,  f , first 
comae tristes,  Nominative,  pl.,  f , first 
comarum tristium,  Genitive,  pl.,  f , first 
comis tristibus,  Dative,  pl.,  f , first 
comas tristes,  Accusative,  pl.,  f , first 
comis tristibus,  Ablative,  pl.,  f , first 
cōpia tristis,  Nominative,  sg.,  f , first 
cōpiae tristis,  Genitive,  sg.,  f , first 
cōpiae tristi,  Dative,  sg.,  f , first 
cōpiam tristem,  Accusative,  sg.,  f , first 
cōpiā tristi,  Ablative,  sg.,  f , first 
cōpiae tristes,  Nominative,  pl.,  f , first 
cōpiarum tristium,  Genitive,  pl.,  f , first 
cōpiis tristibus,  Dative,  pl.,  f , first 
cōpias tristes,  Accusative,  pl.,  f , first 
cōpiis tristibus,  Ablative,  pl.,  f , first 
culpa tristis,  Nominative,  sg.,  f , first 
culpae tristis,  Genitive,  sg.,  f , first 
culpae tristi,  Dative,  sg.,  f , first 
culpam tristem,  Accusative,  sg.,  f , first 
culpā tristi,  Ablative,  sg.,  f , first 
culpae tristes,  Nominative,  pl.,  f , first 
culparum tristium,  Genitive,  pl.,  f , first 
culpis tristibus,  Dative,  pl.,  f , first 
culpas tristes,  Accusative,  pl.,  f , first 
culpis tristibus,  Ablative,  pl.,  f , first 
cūra tristis,  Nominative,  sg.,  f , first 
cūrae tristis,  Genitive,  sg.,  f , first 
cūrae tristi,  Dative,  sg.,  f , first 
cūram tristem,  Accusative,  sg.,  f , first 
cūrā tristi,  Ablative,  sg.,  f , first 
cūrae tristes,  Nominative,  pl.,  f , first 
cūrarum tristium,  Genitive,  pl.,  f , first 
cūris tristibus,  Dative,  pl.,  f , first 
cūras tristes,  Accusative,  pl.,  f , first 
cūris tristibus,  Ablative,  pl.,  f , first 
disciplīna tristis,  Nominative,  sg.,  f , first 
disciplīnae tristis,  Genitive,  sg.,  f , first 
disciplīnae tristi,  Dative,  sg.,  f , first 
disciplīnam tristem,  Accusative,  sg.,  f , first 
disciplīnā tristi,  Ablative,  sg.,  f , first 
disciplīnae tristes,  Nominative,  pl.,  f , first 
disciplīnarum tristium,  Genitive,  pl.,  f , first 
disciplīnis tristibus,  Dative,  pl.,  f , first 
disciplīnas tristes,  Accusative,  pl.,  f , first 
disciplīnis tristibus,  Ablative,  pl.,  f , first 
epistula tristis,  Nominative,  sg.,  f , first 
epistulae tristis,  Genitive,  sg.,  f , first 
epistulae tristi,  Dative,  sg.,  f , first 
epistulam tristem,  Accusative,  sg.,  f , first 
epistulā tristi,  Ablative,  sg.,  f , first 
epistulae tristes,  Nominative,  pl.,  f , first 
epistularum tristium,  Genitive,  pl.,  f , first 
epistulis tristibus,  Dative,  pl.,  f , first 
epistulas tristes,  Accusative,  pl.,  f , first 
epistulis tristibus,  Ablative,  pl.,  f , first 
fābula tristis,  Nominative,  sg.,  f , first 
fābulae tristis,  Genitive,  sg.,  f , first 
fābulae tristi,  Dative,  sg.,  f , first 
fābulam tristem,  Accusative,  sg.,  f , first 
fābulā tristi,  Ablative,  sg.,  f , first 
fābulae tristes,  Nominative,  pl.,  f , first 
fābularum tristium,  Genitive,  pl.,  f , first 
fābulis tristibus,  Dative,  pl.,  f , first 
fābulas tristes,  Accusative,  pl.,  f , first 
fābulis tristibus,  Ablative,  pl.,  f , first 
fāma tristis,  Nominative,  sg.,  f , first 
fāmae tristis,  Genitive,  sg.,  f , first 
fāmae tristi,  Dative,  sg.,  f , first 
fāmam tristem,  Accusative,  sg.,  f , first 
fāmā tristi,  Ablative,  sg.,  f , first 
fāmae tristes,  Nominative,  pl.,  f , first 
fāmarum tristium,  Genitive,  pl.,  f , first 
fāmis tristibus,  Dative,  pl.,  f , first 
fāmas tristes,  Accusative,  pl.,  f , first 
fāmis tristibus,  Ablative,  pl.,  f , first 
familia tristis,  Nominative,  sg.,  f , first 
familiae tristis,  Genitive,  sg.,  f , first 
familiae tristi,  Dative,  sg.,  f , first 
familiam tristem,  Accusative,  sg.,  f , first 
familiā tristi,  Ablative,  sg.,  f , first 
familiae tristes,  Nominative,  pl.,  f , first 
familiarum tristium,  Genitive,  pl.,  f , first 
familiis tristibus,  Dative,  pl.,  f , first 
familias tristes,  Accusative,  pl.,  f , first 
familiis tristibus,  Ablative,  pl.,  f , first 
fēmina tristis,  Nominative,  sg.,  f , first 
fēminae tristis,  Genitive,  sg.,  f , first 
fēminae tristi,  Dative,  sg.,  f , first 
fēminam tristem,  Accusative,  sg.,  f , first 
fēminā tristi,  Ablative,  sg.,  f , first 
fēminae tristes,  Nominative,  pl.,  f , first 
fēminarum tristium,  Genitive,  pl.,  f , first 
fēminis tristibus,  Dative,  pl.,  f , first 
fēminas tristes,  Accusative,  pl.,  f , first 
fēminis tristibus,  Ablative,  pl.,  f , first 
flamma tristis,  Nominative,  sg.,  f , first 
flammae tristis,  Genitive,  sg.,  f , first 
flammae tristi,  Dative,  sg.,  f , first 
flammam tristem,  Accusative,  sg.,  f , first 
flammā tristi,  Ablative,  sg.,  f , first 
flammae tristes,  Nominative,  pl.,  f , first 
flammarum tristium,  Genitive,  pl.,  f , first 
flammis tristibus,  Dative,  pl.,  f , first 
flammas tristes,  Accusative,  pl.,  f , first 
flammis tristibus,  Ablative,  pl.,  f , first 
fōrma tristis,  Nominative,  sg.,  f , first 
fōrmae tristis,  Genitive,  sg.,  f , first 
fōrmae tristi,  Dative,  sg.,  f , first 
fōrmam tristem,  Accusative,  sg.,  f , first 
fōrmā tristi,  Ablative,  sg.,  f , first 
fōrmae tristes,  Nominative,  pl.,  f , first 
fōrmarum tristium,  Genitive,  pl.,  f , first 
fōrmis tristibus,  Dative,  pl.,  f , first 
fōrmas tristes,  Accusative,  pl.,  f , first 
fōrmis tristibus,  Ablative,  pl.,  f , first 
fortūna tristis,  Nominative,  sg.,  f , first 
fortūnae tristis,  Genitive,  sg.,  f , first 
fortūnae tristi,  Dative,  sg.,  f , first 
fortūnam tristem,  Accusative,  sg.,  f , first 
fortūnā tristi,  Ablative,  sg.,  f , first 
fortūnae tristes,  Nominative,  pl.,  f , first 
fortūnarum tristium,  Genitive,  pl.,  f , first 
fortūnis tristibus,  Dative,  pl.,  f , first 
fortūnas tristes,  Accusative,  pl.,  f , first 
fortūnis tristibus,  Ablative,  pl.,  f , first 
fuga tristis,  Nominative,  sg.,  f , first 
fugae tristis,  Genitive,  sg.,  f , first 
fugae tristi,  Dative,  sg.,  f , first 
fugam tristem,  Accusative,  sg.,  f , first 
fugā tristi,  Ablative,  sg.,  f , first 
fugae tristes,  Nominative,  pl.,  f , first 
fugarum tristium,  Genitive,  pl.,  f , first 
fugis tristibus,  Dative,  pl.,  f , first 
fugas tristes,  Accusative,  pl.,  f , first 
fugis tristibus,  Ablative,  pl.,  f , first 
glōria tristis,  Nominative,  sg.,  f , first 
glōriae tristis,  Genitive,  sg.,  f , first 
glōriae tristi,  Dative,  sg.,  f , first 
glōriam tristem,  Accusative,  sg.,  f , first 
glōriā tristi,  Ablative,  sg.,  f , first 
glōriae tristes,  Nominative,  pl.,  f , first 
glōriarum tristium,  Genitive,  pl.,  f , first 
glōriis tristibus,  Dative,  pl.,  f , first 
glōrias tristes,  Accusative,  pl.,  f , first 
glōriis tristibus,  Ablative,  pl.,  f , first 
grātia tristis,  Nominative,  sg.,  f , first 
grātiae tristis,  Genitive,  sg.,  f , first 
grātiae tristi,  Dative,  sg.,  f , first 
grātiam tristem,  Accusative,  sg.,  f , first 
grātiā tristi,  Ablative,  sg.,  f , first 
grātiae tristes,  Nominative,  pl.,  f , first 
grātiarum tristium,  Genitive,  pl.,  f , first 
grātiis tristibus,  Dative,  pl.,  f , first 
grātias tristes,  Accusative,  pl.,  f , first 
grātiis tristibus,  Ablative,  pl.,  f , first 
hōra tristis,  Nominative,  sg.,  f , first 
hōrae tristis,  Genitive,  sg.,  f , first 
hōrae tristi,  Dative,  sg.,  f , first 
hōram tristem,  Accusative,  sg.,  f , first 
hōrā tristi,  Ablative,  sg.,  f , first 
hōrae tristes,  Nominative,  pl.,  f , first 
hōrarum tristium,  Genitive,  pl.,  f , first 
hōris tristibus,  Dative,  pl.,  f , first 
hōras tristes,  Accusative,  pl.,  f , first 
hōris tristibus,  Ablative,  pl.,  f , first 
iniūria tristis,  Nominative,  sg.,  f , first 
iniūriae tristis,  Genitive,  sg.,  f , first 
iniūriae tristi,  Dative,  sg.,  f , first 
iniūriam tristem,  Accusative,  sg.,  f , first 
iniūriā tristi,  Ablative,  sg.,  f , first 
iniūriae tristes,  Nominative,  pl.,  f , first 
iniūriarum tristium,  Genitive,  pl.,  f , first 
iniūriis tristibus,  Dative,  pl.,  f , first 
iniūrias tristes,  Accusative,  pl.,  f , first 
iniūriis tristibus,  Ablative,  pl.,  f , first 
īnsula tristis,  Nominative,  sg.,  f , first 
īnsulae tristis,  Genitive,  sg.,  f , first 
īnsulae tristi,  Dative,  sg.,  f , first 
īnsulam tristem,  Accusative,  sg.,  f , first 
īnsulā tristi,  Ablative,  sg.,  f , first 
īnsulae tristes,  Nominative,  pl.,  f , first 
īnsularum tristium,  Genitive,  pl.,  f , first 
īnsulis tristibus,  Dative,  pl.,  f , first 
īnsulas tristes,  Accusative,  pl.,  f , first 
īnsulis tristibus,  Ablative,  pl.,  f , first 
invidia tristis,  Nominative,  sg.,  f , first 
invidiae tristis,  Genitive,  sg.,  f , first 
invidiae tristi,  Dative,  sg.,  f , first 
invidiam tristem,  Accusative,  sg.,  f , first 
invidiā tristi,  Ablative,  sg.,  f , first 
invidiae tristes,  Nominative,  pl.,  f , first 
invidiarum tristium,  Genitive,  pl.,  f , first 
invidiis tristibus,  Dative,  pl.,  f , first 
invidias tristes,  Accusative,  pl.,  f , first 
invidiis tristibus,  Ablative,  pl.,  f , first 
ira tristis,  Nominative,  sg.,  f , first 
irae tristis,  Genitive,  sg.,  f , first 
irae tristi,  Dative,  sg.,  f , first 
iram tristem,  Accusative,  sg.,  f , first 
irā tristi,  Ablative,  sg.,  f , first 
irae tristes,  Nominative,  pl.,  f , first 
irarum tristium,  Genitive,  pl.,  f , first 
iris tristibus,  Dative,  pl.,  f , first 
iras tristes,  Accusative,  pl.,  f , first 
iris tristibus,  Ablative,  pl.,  f , first 
lacrima tristis,  Nominative,  sg.,  f , first 
lacrimae tristis,  Genitive,  sg.,  f , first 
lacrimae tristi,  Dative,  sg.,  f , first 
lacrimam tristem,  Accusative,  sg.,  f , first 
lacrimā tristi,  Ablative,  sg.,  f , first 
lacrimae tristes,  Nominative,  pl.,  f , first 
lacrimarum tristium,  Genitive,  pl.,  f , first 
lacrimis tristibus,  Dative,  pl.,  f , first 
lacrimas tristes,  Accusative,  pl.,  f , first 
lacrimis tristibus,  Ablative,  pl.,  f , first 
lingua tristis,  Nominative,  sg.,  f , first 
linguae tristis,  Genitive,  sg.,  f , first 
linguae tristi,  Dative,  sg.,  f , first 
linguam tristem,  Accusative,  sg.,  f , first 
linguā tristi,  Ablative,  sg.,  f , first 
linguae tristes,  Nominative,  pl.,  f , first 
linguarum tristium,  Genitive,  pl.,  f , first 
linguis tristibus,  Dative,  pl.,  f , first 
linguas tristes,  Accusative,  pl.,  f , first 
linguis tristibus,  Ablative,  pl.,  f , first 
littera tristis,  Nominative,  sg.,  f , first 
litterae tristis,  Genitive,  sg.,  f , first 
litterae tristi,  Dative,  sg.,  f , first 
litteram tristem,  Accusative,  sg.,  f , first 
litterā tristi,  Ablative,  sg.,  f , first 
litterae tristes,  Nominative,  pl.,  f , first 
litterarum tristium,  Genitive,  pl.,  f , first 
litteris tristibus,  Dative,  pl.,  f , first 
litteras tristes,  Accusative,  pl.,  f , first 
litteris tristibus,  Ablative,  pl.,  f , first 
lūna tristis,  Nominative,  sg.,  f , first 
lūnae tristis,  Genitive,  sg.,  f , first 
lūnae tristi,  Dative,  sg.,  f , first 
lūnam tristem,  Accusative,  sg.,  f , first 
lūnā tristi,  Ablative,  sg.,  f , first 
lūnae tristes,  Nominative,  pl.,  f , first 
lūnarum tristium,  Genitive,  pl.,  f , first 
lūnis tristibus,  Dative,  pl.,  f , first 
lūnas tristes,  Accusative,  pl.,  f , first 
lūnis tristibus,  Ablative,  pl.,  f , first 
māteria tristis,  Nominative,  sg.,  f , first 
māteriae tristis,  Genitive,  sg.,  f , first 
māteriae tristi,  Dative,  sg.,  f , first 
māteriam tristem,  Accusative,  sg.,  f , first 
māteriā tristi,  Ablative,  sg.,  f , first 
māteriae tristes,  Nominative,  pl.,  f , first 
māteriarum tristium,  Genitive,  pl.,  f , first 
māteriis tristibus,  Dative,  pl.,  f , first 
māterias tristes,  Accusative,  pl.,  f , first 
māteriis tristibus,  Ablative,  pl.,  f , first 
memoria tristis,  Nominative,  sg.,  f , first 
memoriae tristis,  Genitive,  sg.,  f , first 
memoriae tristi,  Dative,  sg.,  f , first 
memoriam tristem,  Accusative,  sg.,  f , first 
memoriā tristi,  Ablative,  sg.,  f , first 
memoriae tristes,  Nominative,  pl.,  f , first 
memoriarum tristium,  Genitive,  pl.,  f , first 
memoriis tristibus,  Dative,  pl.,  f , first 
memorias tristes,  Accusative,  pl.,  f , first 
memoriis tristibus,  Ablative,  pl.,  f , first 
mēnsa tristis,  Nominative,  sg.,  f , first 
mēnsae tristis,  Genitive,  sg.,  f , first 
mēnsae tristi,  Dative,  sg.,  f , first 
mēnsam tristem,  Accusative,  sg.,  f , first 
mēnsā tristi,  Ablative,  sg.,  f , first 
mēnsae tristes,  Nominative,  pl.,  f , first 
mēnsarum tristium,  Genitive,  pl.,  f , first 
mēnsis tristibus,  Dative,  pl.,  f , first 
mēnsas tristes,  Accusative,  pl.,  f , first 
mēnsis tristibus,  Ablative,  pl.,  f , first 
mora tristis,  Nominative,  sg.,  f , first 
morae tristis,  Genitive,  sg.,  f , first 
morae tristi,  Dative,  sg.,  f , first 
moram tristem,  Accusative,  sg.,  f , first 
morā tristi,  Ablative,  sg.,  f , first 
morae tristes,  Nominative,  pl.,  f , first 
morarum tristium,  Genitive,  pl.,  f , first 
moris tristibus,  Dative,  pl.,  f , first 
moras tristes,  Accusative,  pl.,  f , first 
moris tristibus,  Ablative,  pl.,  f , first 
nātūra tristis,  Nominative,  sg.,  f , first 
nātūrae tristis,  Genitive,  sg.,  f , first 
nātūrae tristi,  Dative,  sg.,  f , first 
nātūram tristem,  Accusative,  sg.,  f , first 
nātūrā tristi,  Ablative,  sg.,  f , first 
nātūrae tristes,  Nominative,  pl.,  f , first 
nātūrarum tristium,  Genitive,  pl.,  f , first 
nātūris tristibus,  Dative,  pl.,  f , first 
nātūras tristes,  Accusative,  pl.,  f , first 
nātūris tristibus,  Ablative,  pl.,  f , first 
opera tristis,  Nominative,  sg.,  f , first 
operae tristis,  Genitive,  sg.,  f , first 
operae tristi,  Dative,  sg.,  f , first 
operam tristem,  Accusative,  sg.,  f , first 
operā tristi,  Ablative,  sg.,  f , first 
operae tristes,  Nominative,  pl.,  f , first 
operarum tristium,  Genitive,  pl.,  f , first 
operis tristibus,  Dative,  pl.,  f , first 
operas tristes,  Accusative,  pl.,  f , first 
operis tristibus,  Ablative,  pl.,  f , first 
patria tristis,  Nominative,  sg.,  f , first 
patriae tristis,  Genitive,  sg.,  f , first 
patriae tristi,  Dative,  sg.,  f , first 
patriam tristem,  Accusative,  sg.,  f , first 
patriā tristi,  Ablative,  sg.,  f , first 
patriae tristes,  Nominative,  pl.,  f , first 
patriarum tristium,  Genitive,  pl.,  f , first 
patriis tristibus,  Dative,  pl.,  f , first 
patrias tristes,  Accusative,  pl.,  f , first 
patriis tristibus,  Ablative,  pl.,  f , first 
pecūnia tristis,  Nominative,  sg.,  f , first 
pecūniae tristis,  Genitive,  sg.,  f , first 
pecūniae tristi,  Dative,  sg.,  f , first 
pecūniam tristem,  Accusative,  sg.,  f , first 
pecūniā tristi,  Ablative,  sg.,  f , first 
pecūniae tristes,  Nominative,  pl.,  f , first 
pecūniarum tristium,  Genitive,  pl.,  f , first 
pecūniis tristibus,  Dative,  pl.,  f , first 
pecūnias tristes,  Accusative,  pl.,  f , first 
pecūniis tristibus,  Ablative,  pl.,  f , first 
poena tristis,  Nominative,  sg.,  f , first 
poenae tristis,  Genitive,  sg.,  f , first 
poenae tristi,  Dative,  sg.,  f , first 
poenam tristem,  Accusative,  sg.,  f , first 
poenā tristi,  Ablative,  sg.,  f , first 
poenae tristes,  Nominative,  pl.,  f , first 
poenarum tristium,  Genitive,  pl.,  f , first 
poenis tristibus,  Dative,  pl.,  f , first 
poenas tristes,  Accusative,  pl.,  f , first 
poenis tristibus,  Ablative,  pl.,  f , first 
poēta tristis,  Nominative,  sg.,  f , first 
poētae tristis,  Genitive,  sg.,  f , first 
poētae tristi,  Dative,  sg.,  f , first 
poētam tristem,  Accusative,  sg.,  f , first 
poētā tristi,  Ablative,  sg.,  f , first 
poētae tristes,  Nominative,  pl.,  f , first 
poētarum tristium,  Genitive,  pl.,  f , first 
poētis tristibus,  Dative,  pl.,  f , first 
poētas tristes,  Accusative,  pl.,  f , first 
poētis tristibus,  Ablative,  pl.,  f , first 
porta tristis,  Nominative,  sg.,  f , first 
portae tristis,  Genitive,  sg.,  f , first 
portae tristi,  Dative,  sg.,  f , first 
portam tristem,  Accusative,  sg.,  f , first 
portā tristi,  Ablative,  sg.,  f , first 
portae tristes,  Nominative,  pl.,  f , first 
portarum tristium,  Genitive,  pl.,  f , first 
portis tristibus,  Dative,  pl.,  f , first 
portas tristes,  Accusative,  pl.,  f , first 
portis tristibus,  Ablative,  pl.,  f , first 
praeda tristis,  Nominative,  sg.,  f , first 
praedae tristis,  Genitive,  sg.,  f , first 
praedae tristi,  Dative,  sg.,  f , first 
praedam tristem,  Accusative,  sg.,  f , first 
praedā tristi,  Ablative,  sg.,  f , first 
praedae tristes,  Nominative,  pl.,  f , first 
praedarum tristium,  Genitive,  pl.,  f , first 
praedis tristibus,  Dative,  pl.,  f , first 
praedas tristes,  Accusative,  pl.,  f , first 
praedis tristibus,  Ablative,  pl.,  f , first 
prōvincia tristis,  Nominative,  sg.,  f , first 
prōvinciae tristis,  Genitive,  sg.,  f , first 
prōvinciae tristi,  Dative,  sg.,  f , first 
prōvinciam tristem,  Accusative,  sg.,  f , first 
prōvinciā tristi,  Ablative,  sg.,  f , first 
prōvinciae tristes,  Nominative,  pl.,  f , first 
prōvinciarum tristium,  Genitive,  pl.,  f , first 
prōvinciis tristibus,  Dative,  pl.,  f , first 
prōvincias tristes,  Accusative,  pl.,  f , first 
prōvinciis tristibus,  Ablative,  pl.,  f , first 
puella tristis,  Nominative,  sg.,  f , first 
puellae tristis,  Genitive,  sg.,  f , first 
puellae tristi,  Dative,  sg.,  f , first 
puellam tristem,  Accusative,  sg.,  f , first 
puellā tristi,  Ablative,  sg.,  f , first 
puellae tristes,  Nominative,  pl.,  f , first 
puellarum tristium,  Genitive,  pl.,  f , first 
puellis tristibus,  Dative,  pl.,  f , first 
puellas tristes,  Accusative,  pl.,  f , first 
puellis tristibus,  Ablative,  pl.,  f , first 
pūgna tristis,  Nominative,  sg.,  f , first 
pūgnae tristis,  Genitive,  sg.,  f , first 
pūgnae tristi,  Dative,  sg.,  f , first 
pūgnam tristem,  Accusative,  sg.,  f , first 
pūgnā tristi,  Ablative,  sg.,  f , first 
pūgnae tristes,  Nominative,  pl.,  f , first 
pūgnarum tristium,  Genitive,  pl.,  f , first 
pūgnis tristibus,  Dative,  pl.,  f , first 
pūgnas tristes,  Accusative,  pl.,  f , first 
pūgnis tristibus,  Ablative,  pl.,  f , first 
rīpa tristis,  Nominative,  sg.,  f , first 
rīpae tristis,  Genitive,  sg.,  f , first 
rīpae tristi,  Dative,  sg.,  f , first 
rīpam tristem,  Accusative,  sg.,  f , first 
rīpā tristi,  Ablative,  sg.,  f , first 
rīpae tristes,  Nominative,  pl.,  f , first 
rīparum tristium,  Genitive,  pl.,  f , first 
rīpis tristibus,  Dative,  pl.,  f , first 
rīpas tristes,  Accusative,  pl.,  f , first 
rīpis tristibus,  Ablative,  pl.,  f , first 
sapientia tristis,  Nominative,  sg.,  f , first 
sapientiae tristis,  Genitive,  sg.,  f , first 
sapientiae tristi,  Dative,  sg.,  f , first 
sapientiam tristem,  Accusative,  sg.,  f , first 
sapientiā tristi,  Ablative,  sg.,  f , first 
sapientiae tristes,  Nominative,  pl.,  f , first 
sapientiarum tristium,  Genitive,  pl.,  f , first 
sapientiis tristibus,  Dative,  pl.,  f , first 
sapientias tristes,  Accusative,  pl.,  f , first 
sapientiis tristibus,  Ablative,  pl.,  f , first 
scientia tristis,  Nominative,  sg.,  f , first 
scientiae tristis,  Genitive,  sg.,  f , first 
scientiae tristi,  Dative,  sg.,  f , first 
scientiam tristem,  Accusative,  sg.,  f , first 
scientiā tristi,  Ablative,  sg.,  f , first 
scientiae tristes,  Nominative,  pl.,  f , first 
scientiarum tristium,  Genitive,  pl.,  f , first 
scientiis tristibus,  Dative,  pl.,  f , first 
scientias tristes,  Accusative,  pl.,  f , first 
scientiis tristibus,  Ablative,  pl.,  f , first 
sententia tristis,  Nominative,  sg.,  f , first 
sententiae tristis,  Genitive,  sg.,  f , first 
sententiae tristi,  Dative,  sg.,  f , first 
sententiam tristem,  Accusative,  sg.,  f , first 
sententiā tristi,  Ablative,  sg.,  f , first 
sententiae tristes,  Nominative,  pl.,  f , first 
sententiarum tristium,  Genitive,  pl.,  f , first 
sententiis tristibus,  Dative,  pl.,  f , first 
sententias tristes,  Accusative,  pl.,  f , first 
sententiis tristibus,  Ablative,  pl.,  f , first 
silva tristis,  Nominative,  sg.,  f , first 
silvae tristis,  Genitive,  sg.,  f , first 
silvae tristi,  Dative,  sg.,  f , first 
silvam tristem,  Accusative,  sg.,  f , first 
silvā tristi,  Ablative,  sg.,  f , first 
silvae tristes,  Nominative,  pl.,  f , first 
silvarum tristium,  Genitive,  pl.,  f , first 
silvis tristibus,  Dative,  pl.,  f , first 
silvas tristes,  Accusative,  pl.,  f , first 
silvis tristibus,  Ablative,  pl.,  f , first 
stella tristis,  Nominative,  sg.,  f , first 
stellae tristis,  Genitive,  sg.,  f , first 
stellae tristi,  Dative,  sg.,  f , first 
stellam tristem,  Accusative,  sg.,  f , first 
stellā tristi,  Ablative,  sg.,  f , first 
stellae tristes,  Nominative,  pl.,  f , first 
stellarum tristium,  Genitive,  pl.,  f , first 
stellis tristibus,  Dative,  pl.,  f , first 
stellas tristes,  Accusative,  pl.,  f , first 
stellis tristibus,  Ablative,  pl.,  f , first 
terra tristis,  Nominative,  sg.,  f , first 
terrae tristis,  Genitive,  sg.,  f , first 
terrae tristi,  Dative,  sg.,  f , first 
terram tristem,  Accusative,  sg.,  f , first 
terrā tristi,  Ablative,  sg.,  f , first 
terrae tristes,  Nominative,  pl.,  f , first 
terrarum tristium,  Genitive,  pl.,  f , first 
terris tristibus,  Dative,  pl.,  f , first 
terras tristes,  Accusative,  pl.,  f , first 
terris tristibus,  Ablative,  pl.,  f , first 
turba tristis,  Nominative,  sg.,  f , first 
turbae tristis,  Genitive,  sg.,  f , first 
turbae tristi,  Dative,  sg.,  f , first 
turbam tristem,  Accusative,  sg.,  f , first 
turbā tristi,  Ablative,  sg.,  f , first 
turbae tristes,  Nominative,  pl.,  f , first 
turbarum tristium,  Genitive,  pl.,  f , first 
turbis tristibus,  Dative,  pl.,  f , first 
turbas tristes,  Accusative,  pl.,  f , first 
turbis tristibus,  Ablative,  pl.,  f , first 
via tristis,  Nominative,  sg.,  f , first 
viae tristis,  Genitive,  sg.,  f , first 
viae tristi,  Dative,  sg.,  f , first 
viam tristem,  Accusative,  sg.,  f , first 
viā tristi,  Ablative,  sg.,  f , first 
viae tristes,  Nominative,  pl.,  f , first 
viarum tristium,  Genitive,  pl.,  f , first 
viis tristibus,  Dative,  pl.,  f , first 
vias tristes,  Accusative,  pl.,  f , first 
viis tristibus,  Ablative,  pl.,  f , first 
victōria tristis,  Nominative,  sg.,  f , first 
victōriae tristis,  Genitive,  sg.,  f , first 
victōriae tristi,  Dative,  sg.,  f , first 
victōriam tristem,  Accusative,  sg.,  f , first 
victōriā tristi,  Ablative,  sg.,  f , first 
victōriae tristes,  Nominative,  pl.,  f , first 
victōriarum tristium,  Genitive,  pl.,  f , first 
victōriis tristibus,  Dative,  pl.,  f , first 
victōrias tristes,  Accusative,  pl.,  f , first 
victōriis tristibus,  Ablative,  pl.,  f , first 
vīta tristis,  Nominative,  sg.,  f , first 
vītae tristis,  Genitive,  sg.,  f , first 
vītae tristi,  Dative,  sg.,  f , first 
vītam tristem,  Accusative,  sg.,  f , first 
vītā tristi,  Ablative,  sg.,  f , first 
vītae tristes,  Nominative,  pl.,  f , first 
vītarum tristium,  Genitive,  pl.,  f , first 
vītis tristibus,  Dative,  pl.,  f , first 
